Date,nifty bank,axis_bank,bandhan_bank,au_bank,sbi_bank,bob_bank,idfc_bank,federal_bank,kotak_bank,hdfc_bank,icici_bank,pnb_bank,indusind_bank
26-04-2022,36515.35156,791,336.8500061,692.2249756,499,112.9000015,39.79999924,96.80000305,1746.099976,1372,768,35.34999847,962
27-04-2022,36067.55078,765.5999756,335,702.5,500,114,39.90000153,96.84999847,1724,1360,749,35.25,970.0999756
28-04-2022,36189.94922,776.9000244,338.3999939,695,499.1499939,116.75,39.90000153,97.19999695,1749,1372,739.0999756,35.5,978
29-04-2022,36474.05078,765,337,710,508.1000061,116.5999985,39.90000153,98,1768.949951,1380.349976,750.0999756,35.59999847,990
02-05-2022,35627.60156,722,330,691.4000244,492.6499939,111.4000015,39.70000076,94,1765.550049,1362.050049,732,34.90000153,972
04-05-2022,36266.14844,733,337,694.5,492,113.8000031,39.34999847,95.19999695,1768,1400,746.2000122,35.25,1025.5
05-05-2022,35705.35156,716,329,674.5,485,109.6999969,39.15000153,95.30000305,1801,1375,730.7999878,34.65000153,995
06-05-2022,34569.10156,690,311,650,471,104.1999969,38.45000076,93,1755.150024,1330,716.25,33.95000076,919
09-05-2022,34091.75,660.2000122,316.5,655,477.1000061,103.9499969,38.59999847,91.65000153,1745,1300,705.2999878,33.75,912.7999878
10-05-2022,34181.19922,663.7000122,313.25,633.25,477,103,38.15000153,93.19999695,1770,1315.050049,705,33.5,888
11-05-2022,34686.30078,661.7000122,315,638.4500122,475.25,102,37.95000076,93.55000305,1798,1353,718,33.40000153,910.9000244
12-05-2022,34289.10156,667,310,631.9500122,473,100,36.40000153,90.55000305,1802.800049,1321.099976,707.5499878,31,916
13-05-2022,33925.94922,656.4000244,309.0499878,645,469.4500122,98,35.5,87.84999847,1785,1310.050049,702.4000244,29.45000076,886
16-05-2022,33256,639.8499756,324.2000122,655,445,96,35.15000153,84.90000153,1781,1299,676.7000122,29.79999924,876.7000122
17-05-2022,33796.19922,642.9000244,341.9500122,662.5,458.2999878,100.75,35.90000153,85.59999847,1823,1312.599976,686.0999756,29.64999962,890
18-05-2022,34448.19922,654.75,342.9500122,664.5,467.8999939,102.1500015,37.20000076,87.40000153,1846.949951,1324.050049,712.3499756,30.14999962,907
19-05-2022,33461,643.2999878,323.75,627.5,449.0499878,97.5,35.54999924,84,1812,1286.199951,693.0999756,29.29999924,888
20-05-2022,33765.14844,659.75,322,640,454.8500061,98.19999695,35.79999924,84.94999695,1811,1303,694.7999878,29.75,888
23-05-2022,34321.39844,673,319.9500122,661,463.1000061,99.94999695,36.29999924,86.19999695,1852,1314,709.5499878,30.10000038,900
24-05-2022,34223.19922,669.7000122,315.5,669.9000244,462.3999939,97.25,35.84999847,85.59999847,1857.949951,1300,711.0499878,30.5,905.4000244
25-05-2022,34491.80078,668,313.8999939,661.4500122,461,96.25,35.29999924,84.90000153,1897.849976,1330,712.0499878,30.35000038,907.7999878
26-05-2022,34670.60156,672.9500122,310.3999939,649.75,456.8500061,94.90000153,34.15000153,83.94999695,1914.949951,1342.150024,723,30,902.5999756
27-05-2022,35326.60156,689,319,669.4500122,471.3999939,99.30000305,34.79999924,85.55000305,1921,1371.800049,733.5499878,30.70000076,908.3499756
30-05-2022,35958.80078,695.0999756,326.0499878,659.0499878,473,99.80000305,36,87.90000153,1945.25,1410.25,748.75,30.70000076,936
31-05-2022,35615.30078,689,326,647.9500122,474,101.3499985,36.40000153,89.94999695,1891.099976,1395.900024,741,31.54999924,926
01-06-2022,35358.94922,683,326,638.0999756,468,101,36.20000076,88.40000153,1840,1380,748,31.35000038,930.8499756
02-06-2022,35470.94922,682,332.2999878,649.2999878,466.8999939,102,36.15000153,89.69999695,1848.199951,1387.25,751.0499878,31.29999924,921
03-06-2022,35929.55078,697.2999878,331,654.5,473.25,104.6999969,36.79999924,92.90000153,1879,1398.300049,756.1500244,32.09999847,950
06-06-2022,35159.14844,677,317,633.5,464.2000122,102,35.5,90.55000305,1845,1376.300049,740.2000122,31.5,920
07-06-2022,35080.80078,672.2000122,324.7000122,633.75,461.8500061,101.4000015,35.04999924,90.34999847,1864,1362,741,31.29999924,924.25
08-06-2022,35165.64844,670,328.7999878,641.375,466.6000061,102.4000015,35,90.75,1860,1373.300049,736.5999756,31.29999924,929
09-06-2022,34802.25,656.9500122,329.75,634.9000244,468.9500122,103.1999969,34.45000076,90.69999695,1838.75,1362.25,725,31.14999962,908
10-06-2022,34686.94922,655.5,330,609.9500122,462,103,34.04999924,90.40000153,1840,1360.099976,724.75,30.79999924,912.5
13-06-2022,33728.64844,646.9500122,317.7000122,590,454,102.1999969,33.54999924,90,1743,1323.599976,702.25,30.25,895
14-06-2022,33180.60156,645,307.1000061,579.2000122,445,99.09999847,32.90000153,88.65000153,1735.599976,1311.25,682.4000244,30,864
15-06-2022,33317.80078,654,315,609.5,448.9500122,101,33.20000076,90.44999695,1738,1301.650024,687.5,30,852
16-06-2022,33648.80078,657.5,318.7000122,634.4000244,455.1499939,101.5999985,33.15000153,90.69999695,1742,1310,700,30.14999962,854
17-06-2022,32393.44922,630,310.1499939,618.5,440,95.90000153,31.64999962,86.05000305,1661,1275,671.25,29,810
20-06-2022,32873.39844,635.25,313.2000122,624.1500244,441.5,95.59999847,31.75,87.5,1673.599976,1304.699951,686,29.25,814.5999756
21-06-2022,32978.05078,632,278.0499878,615.0499878,439.5,92.09999847,30.20000076,85.84999847,1690,1336.900024,690.5499878,28.70000076,796.0499878
22-06-2022,33051.64844,632.5499878,282.7999878,607,448.75,95.59999847,30.25,87.69999695,1665,1332.25,694.25,29.35000038,799.6500244
23-06-2022,32927.39844,627.4000244,282.4500122,600,449,95.19999695,29.20000076,87.34999847,1675,1330.5,690.2000122,29.35000038,781
24-06-2022,33434.80078,634.3499756,282,612,455.7999878,97.30000305,30.04999924,87.80000305,1700,1338.550049,710.9000244,29.35000038,793.9500122
27-06-2022,34126.19922,644,289.2999878,621.25,459.9500122,101.0999985,31.60000038,90.75,1717.199951,1370,728.8499756,29.79999924,819.2000122
28-06-2022,33578.19922,634,283,621.7000122,458.8999939,99.44999695,32.09999847,90.09999847,1684.900024,1344,711.0499878,29.45000076,819
29-06-2022,33273.55078,636.3499756,272,594,460,100.3000031,31.5,91,1650,1331.25,704.9500122,29.45000076,805
30-06-2022,33180.69922,624,269,594,459,100.9499969,31.60000038,91.19999695,1632,1336,702.75,29.70000076,811.7999878
01-07-2022,33264.75,633,262.5,586,463.3500061,97.59999847,31.35000038,90.55000305,1645,1343.949951,703.4500122,29.04999924,793
04-07-2022,33558.85156,641.5499878,265,582.9500122,466.8500061,97,32.70000076,94.25,1666.550049,1353.699951,704.8499756,29.45000076,812.7999878
05-07-2022,34084.69922,656.0999756,272,570,475.1499939,98.59999847,34.29999924,95.5,1675,1364,723.0499878,30.04999924,833
06-07-2022,33929.39844,652,273.0499878,560.5,475.1499939,99.05000305,33.5,94.19999695,1682,1348,723,29.60000038,829.7999878
07-07-2022,34627.39844,663.4500122,280,584,484,100.6999969,34.40000153,96.40000153,1718,1380,735.9500122,30.10000038,841
08-07-2022,35258.89844,667,282,586,489,105.8499985,34.54999924,97.30000305,1755,1410,751.2999878,31.10000038,867
11-07-2022,35017.60156,666.5499878,269,580,485,104.9000015,33.59999847,96.94999695,1743,1394,755,30.5,845
12-07-2022,35298.69922,677,274.7999878,583.4500122,485,108.8000031,34.15000153,99.5,1721.5,1405.25,765.3499756,30.79999924,850
13-07-2022,35259.80078,680,282,579.9000244,487.75,109.5,34,99.19999695,1724,1390,764.75,30.79999924,856.1500244
14-07-2022,34817.94922,678.5999756,279.9500122,568.6500244,486.6000061,108,33.90000153,98.19999695,1740,1362,750,30.70000076,823.0999756
15-07-2022,34734.44922,670,276.0499878,555,482.5499878,106,33.79999924,97.80000305,1772.300049,1353,753.25,30.39999962,824.1500244
18-07-2022,34841.85156,668.0499878,273.5,555,484.5499878,105.0999985,33.79999924,100,1800,1348,759.25,30.5,826
19-07-2022,35113.25,678.5999756,281.7999878,550.5499878,488,107.5999985,34.29999924,101.5,1835,1337,767.7999878,31.14999962,841
20-07-2022,36061.30078,706.2999878,289.0499878,578,501,113.6999969,35.45000076,108.4499969,1846.25,1359.900024,789.5,31.85000038,886
21-07-2022,36026.55078,707.9500122,282.7999878,575,509.7999878,111.4499969,35,105.5,1825,1360.550049,784.9000244,31.35000038,903
22-07-2022,36322.89844,717,285.7000122,592,513.4500122,114.8000031,36.09999847,107.8499985,1801,1366,789.0999756,31.89999962,950.0499878
25-07-2022,36766.69922,733.5,286,581.9000244,513.4000244,115.6999969,35.75,107.1999969,1816,1395,803,31.60000038,940
26-07-2022,36688.55078,722.9000244,274.8500061,580.4000244,517.7000122,116,35.79999924,107.4499969,1791,1396,801.5999756,31.5,959
27-07-2022,36370.55078,707.9500122,269.7000122,581,515.2999878,116.75,35.59999847,105.4000015,1761.150024,1388.900024,795,31.5,960.7000122
28-07-2022,37102.44922,725,280,582,533.2000122,118.9000015,36.09999847,108.0500031,1774.800049,1415.050049,806.9500122,32.09999847,994.4500122
29-07-2022,37717.30078,733.9000244,282.8999939,596,535.0499878,118.4499969,36.95000076,108.4499969,1837.650024,1438,820.6500244,32.20000076,1022.200012
01-08-2022,37594.14844,726,277.8999939,593.2000122,529.0499878,117.5,39,106.75,1815,1439,820.7000122,31.54999924,1040
02-08-2022,37767.69922,727,280.8999939,603.5499878,531.9000244,116.3000031,42,106.75,1851.699951,1442,820,33.25,1033
03-08-2022,37954.55078,730,282.1000061,620,541.9000244,121.5,43.59999847,110.6500015,1875,1424.949951,817.75,34.09999847,1063.550049
04-08-2022,38111.05078,735.2000122,286.7999878,610.4500122,543.6500244,121.4499969,43.15000153,109.8000031,1856.599976,1440,824,34.09999847,1061.099976
05-08-2022,37868.25,724,279.9500122,636.5999756,535.5499878,119.0999985,43.04999924,108.3000031,1844.75,1433,823.0999756,33.40000153,1055.5
08-08-2022,37847.35156,730,275,645,524,117.9000015,43.40000153,108.9499969,1830,1428,836.5999756,33.45000076,1036.300049
10-08-2022,38298.85156,745,276,650.5,521.5499878,118.25,44.70000076,109.9499969,1848,1461.349976,842.1500244,33.40000153,1045.400024
11-08-2022,38712.94922,743.0499878,276,649.5999756,520,119.75,45.5,110.3499985,1849,1486.5,860.0499878,33.20000076,1070.650024
12-08-2022,38942.44922,758.7000122,273.1000061,648,525.7000122,123,45.20000076,111.25,1860,1485,863.9500122,33.34999847,1077.150024
16-08-2022,39284.10156,765,274.6499939,633,533.2999878,124,45.25,111,1850.449951,1494.800049,881.4500122,33.40000153,1085
17-08-2022,39351.30078,771.4000244,280.6499939,647,528.8499756,122.25,45.29999924,110.5999985,1854,1500,881.7999878,33.54999924,1083
18-08-2022,39324.39844,772,286.5,643,526.8499756,125.6500015,45.84999847,109.75,1839,1500,880.5499878,34.29999924,1082.5
19-08-2022,39732.64844,772,288.8999939,655,532,124.1999969,45.5,111,1919,1510,885,34.15000153,1104.949951
22-08-2022,38693.64844,753.4000244,283,634.7999878,519,120,44.40000153,107,1826.949951,1484.800049,865.5499878,33.04999924,1055
23-08-2022,37955.44922,738,277,630.5,508.25,117,43.04999924,105.5500031,1824,1453.300049,845.3499756,32.15000153,1035
24-08-2022,38552.69922,745,280.5499878,646.5999756,519,123,45.59999847,109.4499969,1851,1461.900024,857.0499878,33.04999924,1077
25-08-2022,39190.05078,753.9000244,299,656.4000244,521.9500122,124.0999985,48.90000153,114.75,1875.099976,1479.900024,873.2999878,33.59999847,1109
26-08-2022,39129.64844,748,298,652.4000244,523.7999878,126.5,49.54999924,115.1500015,1872.349976,1472.050049,874.1500244,35.5,1098
29-08-2022,38111.60156,730,279.7999878,627.5,511.2999878,124.0500031,46.04999924,110,1858,1437,850.0499878,34.84999847,1050
30-08-2022,38516.94922,733,278.3999939,634.2999878,518.2000122,127.3499985,49,113.8499985,1864.849976,1446.449951,860.5,35.65000153,1071.800049
01-09-2022,38806.69922,733.5,276.5,639.9500122,522.25,129.5500031,48.90000153,115.0500031,1875,1464.75,863,35.45000076,1097.650024
02-09-2022,39422.30078,749,280,645,537,134.6499939,49.5,119.8000031,1916.949951,1472.150024,874.0999756,36.09999847,1116.949951
05-09-2022,39412.05078,750.2000122,277,649.2000122,537,131.25,48.54999924,120.4000015,1911,1486.099976,871.5499878,35.25,1099.5
06-09-2022,39892.94922,758,285,657.9000244,538,134.5500031,50.95000076,124.6999969,1944.949951,1498.900024,882.5,35.75,1115
07-09-2022,39337.75,743.1500244,281.75,647,534.4000244,133.3999939,49.59999847,120.9499969,1900,1471.300049,878.5499878,36.90000153,1095
08-09-2022,39763.89844,761.75,286.6499939,644.1500244,536,135.3500061,50.65000153,119.9499969,1920.099976,1490.099976,885.5,37.95000076,1103
09-09-2022,40520.75,787.9500122,295,657,549.6500244,139.5,51.40000153,119.1999969,1950,1496.199951,910.1500244,38.5,1119
12-09-2022,40540.44922,789,294.7999878,654.7000122,554.9000244,139,50.45000076,120.1500015,1925,1500,905.0499878,39.40000153,1144.300049
13-09-2022,40802.10156,805,289,662.7999878,560,139.5,50.90000153,120.4000015,1933,1498.900024,913.9500122,40.25,1145
14-09-2022,40308.80078,794.4000244,291,669.7999878,550,136,49.5,117.1500015,1892,1494.050049,898.25,38.79999924,1148.599976
15-09-2022,41533.69922,805.5,310,681,572.5499878,141.8000031,51.95000076,121.75,1967.5,1530,920,40.34999847,1219
16-09-2022,40977.19922,786.0499878,303,679,569.0999756,139.5,52.79999924,121.3000031,1926.25,1503.099976,914.9000244,40.40000153,1195.849976
19-09-2022,40685.60156,789.2999878,291.6000061,658.6500244,560.7000122,136.8000031,51.20000076,121.5500031,1923.099976,1489,904.9500122,39.84999847,1226
20-09-2022,41304.14844,806.7999878,293,659,577.9500122,142.8999939,51.79999924,123.75,1944,1514,909.2000122,40.79999924,1241.25
21-09-2022,41282.60156,809.25,292.9500122,670.0999756,575,141.6000061,51.25,123.0999985,1927,1508,912,40.70000076,1260
22-09-2022,40889.05078,805,286.2000122,663.7000122,566.75,140.8000031,50.04999924,121.9000015,1905.550049,1502,906,40,1219
23-09-2022,40429.35156,789,286,664,564.7999878,138.3999939,50.70000076,123,1870.099976,1472.349976,901.7000122,40.45000076,1210
26-09-2022,39027.85156,759,274,633,545.7999878,130,47.79999924,115,1836,1425.349976,870,37.84999847,1170
27-09-2022,38811.69922,746.3499756,265,606.7000122,544.5499878,129.4499969,47.29999924,111.5999985,1832.199951,1432.400024,864.9500122,36.29999924,1166.449951
28-09-2022,38081.25,733.9000244,260.7999878,602.5999756,532.9000244,126.4499969,47.09999847,112.6999969,1790,1406,844,36.29999924,1155.199951
29-09-2022,38092.85156,722.25,257.25,594,529,128.8000031,47.5,113.5,1802,1396.300049,858,35.25,1160
30-09-2022,37660,720,260.75,602.7999878,524,127.5999985,47.84999847,112.6999969,1768,1378.800049,843.9000244,35.59999847,1141
03-10-2022,38444.89844,731,266,616.9500122,527.5999756,131.8999939,49.84999847,119.3499985,1808,1409.949951,859.7000122,36.59999847,1178
04-10-2022,38700.39844,733.4000244,266,606,533,131.25,51.20000076,118.8000031,1808,1429.5,865,36.34999847,1184.900024
06-10-2022,39343.69922,750,271,626,534.5999756,135,53.84999847,121.4499969,1825,1459.949951,873.0499878,36.84999847,1225
07-10-2022,39093.5,753.7999878,274,605,535.5,134.25,54.25,120.5,1810.5,1430.25,877.2000122,36.5,1201
10-10-2022,38641.55078,748,269,578.4000244,525.7000122,132.4499969,51.5,121,1801.099976,1408,872,36.15000153,1193.099976
11-10-2022,39058.85156,780,268.6000061,589.7000122,530.75,132.6499939,54,121.8000031,1809.849976,1401.099976,883.25,36.75,1215
12-10-2022,38784.19922,789.5,265.3500061,585.75,530,130.1999969,53.09999847,123.3000031,1788,1403.199951,867.9500122,35.84999847,1175.050049
13-10-2022,38957.64844,807,267.2999878,583.2999878,533,132,55.29999924,125.5500031,1805,1402.050049,862.3499756,36.40000153,1189.050049
14-10-2022,39446.05078,815.5499878,269.5,590,530.2000122,133,55.79999924,127,1828,1417,883.7999878,36.65000153,1201.25
17-10-2022,39295.60156,803.5,265,599.5999756,526.4000244,130.5500031,54.5,132,1828.050049,1435,872,35.84999847,1178
18-10-2022,40252.05078,820,270.2999878,618.8499756,547.0999756,137.5,56.20000076,132.8000031,1867.449951,1458.050049,896.0499878,37.20000076,1207
19-10-2022,40556.64844,818.4500122,272,628,563,140.6999969,56.5,132.8000031,1869,1464,900.0499878,39,1227.900024
20-10-2022,40149.5,824.9000244,268.7999878,619.9500122,552,137,56.75,130.6000061,1860,1444,889.7000122,39.09999847,1214
21-10-2022,40370.75,860.0999756,271.6499939,595.3499756,557.25,141,57.09999847,131,1870,1452,888,40.5,1166
24-10-2022,41348.35156,916,274.1499939,599,567,144.6999969,57.29999924,135.0500031,1902.5,1454.300049,925,41.34999847,1160
25-10-2022,41513.64844,905.7000122,268.25,581.75,572.5,144.3000031,58.40000153,134.8999939,1911,1461.099976,942.0499878,41.20000076,1145.849976
27-10-2022,41440.69922,909,269.9500122,576.5,583.9500122,148.3500061,57,135.1000061,1883.699951,1464.5,926.0499878,43.5,1150
28-10-2022,41236.80078,915,272.1000061,580.4000244,579.9500122,150,57.09999847,135,1874,1450,918,43.29999924,1145
31-10-2022,41265.69922,908,260,579.8499756,574.9500122,148,56.20000076,131.9499969,1899,1472,912.5999756,43.59999847,1155
01-11-2022,41552.39844,904,240.8500061,593.9500122,576.3499756,148.3999939,56.40000153,132.1999969,1908,1503.5,921,43.20000076,1146.5
02-11-2022,41472.60156,875,235.9499969,614,575.9000244,147.1499939,55.75,132.3500061,1918.75,1517,920.5999756,39.95000076,1146
03-11-2022,40873.69922,857.9000244,231.5,614.7999878,569,145.8000031,55.04999924,132.3500061,1904.800049,1497.699951,901.0499878,39,1133.449951
04-11-2022,41314.85156,869,234.8500061,613,586,148.8999939,57.25,137.5,1906,1503.199951,906.2999878,41.75,1153.75
07-11-2022,41740.64844,876.25,230.5,619.4500122,613,159,57.25,137,1908,1510,910.25,42.90000153,1158
09-11-2022,41914.85156,875.0499878,227.6999969,619.2999878,621,159.6000061,57.29999924,138,1898,1515.050049,920,42.59999847,1156
10-11-2022,41462.85156,843.7000122,229,639.5,613.0999756,166,57.40000153,137.6999969,1895,1497.099976,907.5499878,45,1143
11-11-2022,42163.39844,847,226.1999969,635,617.25,167.9499969,58.29999924,139.9499969,1933,1545,925.9000244,45.04999924,1140
14-11-2022,42177.55078,850.5,226.3000031,625.9000244,603.9500122,162.25,57.75,135.3999939,1902.849976,1612,905,44.90000153,1145.699951
15-11-2022,42234.85156,851.25,226.5,636.9000244,594.2999878,164,57.5,136.3500061,1925,1623.150024,900.5499878,44.20000076,1157.849976
16-11-2022,42371.80078,858,229,632,599.9500122,164.25,57.20000076,135.6499939,1914,1618.650024,912.5499878,43.95000076,1151
17-11-2022,42399.64844,855.4000244,224.1999969,621.7999878,599.0999756,162.8999939,57.04999924,133,1963.800049,1618.099976,913,44.15000153,1141.449951
18-11-2022,42545.75,859.2999878,221.9499969,614,601,164.1000061,56.29999924,135.25,1960.949951,1621,919.7999878,44.34999847,1151.349976
21-11-2022,42286.94922,860,216.8000031,612,602.0999756,162.6999969,55.70000076,132.3000031,1954.550049,1607.650024,914.0499878,45.79999924,1119.550049
22-11-2022,42467.39844,874.9500122,211.6000061,618.1500244,598.1500244,162.6999969,56.34999847,132.8999939,1953.849976,1600,923.75,47.84999847,1143
23-11-2022,42668.55078,873.9000244,214.8500061,620.7999878,601.5499878,167.8500061,57.09999847,132.1499939,1950.5,1605,927,48.54999924,1176
24-11-2022,42838.35156,878,215.9499969,625,609.75,169.1499939,57,134.9499969,1954.5,1605.949951,927.5499878,50.54999924,1180
25-11-2022,43192.44922,883,213,636,610.5499878,170.9499969,56.90000153,134,1949,1629.699951,940.2999878,51.5,1180
28-11-2022,42757.19922,887.7000122,220.5,629.7000122,605.5999756,168.4499969,58.04999924,133.25,1916,1602.900024,924,54.34999847,1180
29-11-2022,42959.39844,894.4000244,223.9499969,639,607.0999756,168.1499939,59,133.75,1931.599976,1597.25,933.5499878,53.45000076,1192
30-11-2022,43122.75,895,236.9499969,628,608.5,168.4499969,58.25,132.8000031,1939,1597.099976,948.0499878,52.5,1180
01-12-2022,43512.10156,909.5,241,642,607.8499756,167.5,58.75,132.1499939,1955,1622,956,51.75,1175
02-12-2022,42976.69922,898.2999878,236.8500061,637.9000244,607.5,171.8000031,58.70000076,132.8999939,1917.099976,1610,928.25,53.29999924,1169.650024
05-12-2022,43269.35156,907,242.1499939,650,608.5,172.3000031,59.29999924,133.8000031,1942,1609.949951,937,54.29999924,1182
06-12-2022,43093.89844,897.5,240.9499969,650,614.75,172.8500061,60.40000153,137.8500061,1920.550049,1601,925,55.15000153,1198.949951
07-12-2022,43157.35156,902.7999878,244.6499939,648.8499756,610.8499756,174.8500061,60.34999847,135,1932.5,1614.150024,922,55.79999924,1184
08-12-2022,43142.25,915.6500244,247,676.4500122,609.75,177,59.29999924,132.6999969,1898.900024,1610,925,55.70000076,1165
09-12-2022,43765.30078,944,252.3999939,673.4500122,614.4000244,189,60.20000076,136.3999939,1914,1626,932,58.5,1195.5
12-12-2022,43455.85156,929.9000244,246.6999969,687,614.7999878,188.5,58.65000153,133.9499969,1865,1625,925.0499878,56.75,1201.300049
13-12-2022,43793.69922,940.2000122,251,679.4500122,613.5,191.1000061,59.20000076,134.6000061,1863.75,1650,929.5,58.79999924,1212.800049
14-12-2022,44078.60156,945.6500244,251.6000061,667,618.5,194.3999939,60.5,136.9499969,1871.099976,1653,936,60.45000076,1241.75
15-12-2022,43940.10156,939.75,251.3000031,672.1500244,625.5499878,191.5500031,63,136.75,1875.550049,1657.050049,916,59.25,1252.75
16-12-2022,43261.75,932.25,250.75,660,612,184.3000031,62.09999847,137.5500031,1854.699951,1620.050049,905.5,59.29999924,1235
19-12-2022,43346.35156,935.0999756,247.3999939,669.8499756,604,182.6499939,62.25,136.25,1840.550049,1644,908,57.04999924,1233.949951
20-12-2022,43152.64844,943.75,244.3999939,667.25,603,181.9499969,62.75,136.6999969,1845,1620.199951,906,55.95000076,1215
21-12-2022,43525.75,953.0999756,245.1999969,681.9500122,605.9000244,184.6499939,61.75,135.6000061,1860.5,1641,910.25,56,1236
22-12-2022,42864,936,247.9499969,671,597,178.4499969,59.40000153,131.4499969,1826,1622.199951,900.5,53.90000153,1207.849976
23-12-2022,41951.35156,912,228.6000061,661.5,590,174,56.09999847,126.0999985,1815.949951,1587,883.0499878,53.29999924,1160.050049
27-12-2022,42827.75,932.4500122,235.75,660,600.4000244,178.3999939,56.20000076,131.75,1822.650024,1633,897.7000122,54.59999847,1201.650024
28-12-2022,42733.60156,930.9500122,236.8000031,662.9500122,600.9000244,177.9499969,56,132.5,1824.400024,1623.099976,896,54.15000153,1198
29-12-2022,42684.89844,922.7999878,232.25,662.7999878,600,181.5500031,55.59999847,133.1499939,1814.400024,1620.099976,897.9000244,54.45000076,1206
30-12-2022,43401.69922,941.25,237.3999939,665.4000244,615.25,186.8999939,57.54999924,138.0500031,1825.099976,1645,908.5,56,1238
02-01-2023,43038.25,932.25,236.3000031,656.9000244,614.9500122,186.6000061,58.5,139.75,1827.800049,1627,894,56.79999924,1220.099976
03-01-2023,43151.44922,944.75,240.3500061,658.9500122,614.5,186.5,61.5,138.25,1822.25,1622.199951,898.5,57.45000076,1226.550049
04-01-2023,43417.5,963.5,240.8999939,652,611.8499756,187.1000061,61.34999847,138.25,1834.900024,1635,899,58.09999847,1258
05-01-2023,43073.05078,960,241.25,641.7999878,607,183.6000061,60.54999924,136.8999939,1820,1615,900.9000244,56.70000076,1229.25
06-01-2023,42649.69922,946.5499878,241.75,635,607.4000244,184.9499969,60.59999847,137,1826,1602,878.9500122,57,1214
09-01-2023,42404.85156,946.7999878,243,635,605,184.3000031,60,135.4499969,1801,1596,874.25,57,1190.150024
10-01-2023,42642,964,247.1999969,632.9000244,608.4500122,185.8000031,59.70000076,135.9499969,1808.550049,1600,875.4000244,56.90000153,1215
11-01-2023,42071.85156,953,245.9499969,625.0499878,596.4500122,181,58.79999924,135.75,1800,1567.949951,862.9000244,55.29999924,1232.400024
12-01-2023,42238.5,949.3499756,245,625,597.9000244,181.8999939,60,135.25,1807,1587.800049,865.5,56.40000153,1214
13-01-2023,42171.25,935.5,240.5,631.4500122,597.9000244,181.8000031,59.90000153,135.5,1779.5,1598.75,864.7000122,56,1213
16-01-2023,42622.5,940.4500122,239.6999969,623.6500244,603,185.5,60.45000076,139.25,1787,1615,877.25,56.95000076,1240
17-01-2023,42241.19922,914.9500122,241.25,624.9500122,603,185.6000061,60.75,142.5,1780,1589.800049,866.9500122,59.20000076,1240
18-01-2023,42271.80078,921.9000244,240.9499969,630,595.9000244,182.1000061,59.45000076,138.6999969,1802.949951,1605,864.4500122,57.84999847,1232
19-01-2023,42416.30078,923.5999756,239.6999969,628.5499878,591,177.9499969,58.95000076,136.4499969,1803.5,1637,868,56.70000076,1215
20-01-2023,42516.05078,931.25,236.3500061,627.8499756,593.7999878,178.4499969,59.34999847,136,1778.900024,1644.099976,873.5,57.45000076,1208.599976
23-01-2023,42891.44922,936,243,616.3499756,598.5,180.4499969,61.5,135.1000061,1790,1666.25,882,57.25,1212.699951
24-01-2023,42994.44922,935,249.8000031,642.5,603.5,181,59.29999924,136.6999969,1792.699951,1675.050049,879,57,1206.300049
25-01-2023,42703.60156,905,247,633.5,595.8499756,178.3999939,58.79999924,135,1757,1691.400024,873.2999878,55.45000076,1210
27-01-2023,41382.35156,892.3499756,246.3999939,618.8499756,568,170.6000061,57.5,132.9499969,1752.099976,1632,839.1500244,53.75,1163.050049
30-01-2023,39856.14844,851.9000244,240,604,536,158.1000061,55.45000076,131.8999939,1713.099976,1595,800,51.09999847,1110
31-01-2023,40563.85156,873,241.1999969,609.4000244,545,160.5,56.75,133.6999969,1730.5,1619.699951,826,51,1097.050049
01-02-2023,41115,876.2999878,245.5500031,622,561.4000244,169.5,58.95000076,135.4499969,1745,1624,843.4500122,54.25,1094
02-02-2023,39943.35156,850.9500122,235.5,610,520.2000122,151,57,128.5500031,1720,1608.099976,828.4000244,50,1034.900024
03-02-2023,41019.35156,873,229,628,536,157,60,133.8999939,1770.599976,1611,864.6500244,51.25,1110
06-02-2023,41530.14844,871.8499756,228.6999969,629.25,558.7999878,165.5,59,130,1775,1660,861.5,51.90000153,1109
07-02-2023,41513.10156,886.8499756,236.25,632.5,548,167.8999939,59.90000153,133.25,1752.199951,1659.400024,855,51.54999924,1134
08-02-2023,41542.05078,882.0999756,236.1499939,650.9500122,550,168.5,59.45000076,131.4499969,1778.800049,1654.25,852.5,51.65000153,1144
09-02-2023,41634,876.1500244,239,652,552,168,59.70000076,131.3500061,1767.949951,1660,858.5,51.54999924,1150.150024
10-02-2023,41452.39844,872.0499878,241.3500061,642,546.5,169.8000031,58.70000076,129.6499939,1767.900024,1648.800049,855.5499878,50.79999924,1160
13-02-2023,41563.5,867.25,244.1000061,648.4500122,554,169.5,58.09999847,131.75,1775.099976,1655,853.4000244,51.40000153,1165
14-02-2023,41410.44922,862.5499878,237.1999969,634.7000122,539.9500122,166,57.45000076,130.8000031,1770,1665,853.9000244,50.40000153,1160.699951
15-02-2023,41674.60156,872,236.0500031,635.2000122,540,168,57,129.6000061,1768.449951,1678,866.4000244,50.45000076,1155
16-02-2023,41925.69922,872.7999878,243,639,546.8499756,170.3999939,57.79999924,130.75,1794,1673.199951,875.9500122,50.95000076,1155.349976
17-02-2023,41514,861,240.9499969,626,538.5,169,56.90000153,129.8500061,1783.099976,1661,867.5499878,50.54999924,1142
