Date,nifty bank,axis_bank,bandhan_bank,au_bank,sbi_bank,bob_bank,idfc_bank,federal_bank,kotak_bank,hdfc_bank,icici_bank,pnb_bank,indusind_bank
20-02-2023,41221.55078,859.7000122,235.1499939,613.7999878,532,167,56,127.0999985,1768.050049,1660,862.6500244,49.75,1117.25
21-02-2023,40784.89844,849,235.6999969,607.0499878,527.0999756,164.5,55.15000153,126.4000015,1745,1640,854.4000244,49.70000076,1110
22-02-2023,40494.14844,840,227.3000031,603,520.75,158.6999969,54.40000153,126.8000031,1723.949951,1639,851.25,48.75,1096.75
23-02-2023,39983.69922,833.0499878,228.4499969,596,516.9500122,157.6000061,53.5,125.1999969,1707.400024,1613,836.5499878,48,1092.699951
24-02-2023,40259.10156,850.0999756,230.5,597,524.2000122,156.5,54.15000153,128.6000061,1713,1617.900024,843.9500122,48.59999847,1080.050049
27-02-2023,39820.39844,851.8499756,228.8000031,598.0499878,521.0999756,154.5,54.25,127,1698.300049,1585.900024,833.5499878,47.5,1079.949951
28-02-2023,40302.69922,855.9500122,228.5500031,596.75,527.25,160.25,54.54999924,128.75,1725.949951,1592,854.9000244,48.25,1082.5
01-03-2023,40473.85156,846.0499878,230.6000061,593,523.25,157.8999939,55.25,129.8500061,1729.25,1612,864,48.34999847,1077.050049
02-03-2023,40604.55078,866,235.5,611,535.9500122,164.4499969,55.70000076,134.1000061,1735.599976,1594,853,50.15000153,1099.949951
03-03-2023,40671.39844,849.75,235.5500031,616.25,542,168,55.59999847,134.0500031,1732,1596,856.75,50.15000153,1109
06-03-2023,41418.39844,856.9500122,235.6999969,625.9000244,564.9000244,173.5500031,56.70000076,135.3999939,1756.300049,1620,871.75,52.04999924,1132
08-03-2023,41178.35156,858.5,232,618.5,560,171,57.09999847,133.8999939,1736,1620,866.6500244,51,1109.650024
09-03-2023,41532.64844,862.5,231.1000061,632,564.75,174.6000061,57.79999924,136.1999969,1739.300049,1629.949951,867.2000122,51.5,1174.25
10-03-2023,40805.25,859.5999756,224.8000031,616,553.0999756,170.6999969,56.79999924,133.25,1707,1610.449951,844.7000122,50.45000076,1155.099976
13-03-2023,40356.10156,845.5999756,226,619,547,167,55.95000076,131.9499969,1699,1587.900024,841.4500122,49.90000153,1119
14-03-2023,39522.39844,828,217.8999939,596,527.6500244,164,54.79999924,129.5,1673,1570.25,827,48.20000076,1060.099976
15-03-2023,39777.89844,838.0499878,209,596.75,529.7999878,164.3999939,55.65000153,129.5,1668,1578,836.4500122,48.84999847,1079.800049
16-03-2023,39061.69922,821.5,205.8000031,582,518.4000244,158.6999969,54.59999847,126.5999985,1670,1539,829.7000122,47.70000076,1040
17-03-2023,39442.39844,835,206.0500031,591.0499878,528.6500244,162.0500031,55.84999847,127.8000031,1679.599976,1557.5,831.7999878,48.5,1038
20-03-2023,39512.10156,836,206,585.0499878,526.5999756,159.6999969,55.15000153,128.5,1687,1567.949951,837,47.84999847,1020
21-03-2023,39599.64844,840.0999756,202.6499939,581.2000122,522,159.5,54.59999847,129.75,1707.550049,1571.949951,843,47.40000153,1007.349976
22-03-2023,40036,855.5999756,204.75,584.2000122,522.2000122,163.8500061,56,129.3000031,1710,1584,857.6500244,47.95000076,1028
23-03-2023,39836.14844,847,210.5,579,519.4000244,166.1999969,55.65000153,128.8999939,1699.150024,1567.75,857,47.65000153,1028.150024
24-03-2023,39555.25,846.25,212.75,570,514.5,162.5,55.09999847,127,1676.050049,1560,852.5,47,1019
27-03-2023,39484.69922,841.0499878,204,562,507,159.5,53.84999847,126.8499985,1700.650024,1562.199951,854.9500122,45.5,1014
28-03-2023,39545.05078,837.4000244,195.8000031,566.9000244,511.4500122,161.5,53.15000153,125.75,1708.949951,1565.699951,855.5499878,45.54999924,1017.700012
29-03-2023,39611.55078,832.5,185.1000061,563.5499878,509,160.3000031,52.84999847,125.5999985,1700.099976,1584,857.0499878,44.90000153,1031
31-03-2023,40231.25,854.9000244,192,584,520.6500244,166.25,54.95000076,129.6999969,1725.5,1595.599976,861.9500122,46.70000076,1063
03-04-2023,40695.80078,864,198.1000061,580.4000244,524.75,169.1000061,55.20000076,133,1734,1607.550049,880.2000122,46.84999847,1073
05-04-2023,40972.30078,871,206.1000061,564.9000244,527,169.5,55.84999847,133.4499969,1745,1618.599976,886.5999756,47.34999847,1089
06-04-2023,40940.69922,861.7999878,206,558.4500122,524,167.1000061,54.79999924,128.5,1750,1648.550049,882,46.70000076,1067.199951
10-04-2023,41116.14844,854.7999878,209.3500061,570,529.25,167.5,55,127.9499969,1757.150024,1663.25,880.0499878,47.20000076,1082
11-04-2023,41232,848.25,210.75,567.9500122,530.8499756,173,54.40000153,127.9499969,1847.199951,1659,873.7000122,47.65000153,1077.400024
12-04-2023,41426,854.9000244,210,579.7999878,533.2000122,171,54,127.1500015,1842,1668,883.4500122,47.54999924,1073.5
13-04-2023,41680.10156,853.6500244,209.1000061,630,529.2999878,170,54,127.25,1838,1688.300049,891.0999756,47.09999847,1073
17-04-2023,42603.55078,882,206,670.0499878,528,171,54.34999847,128.1000061,1888.949951,1720,917.2999878,47.65000153,1107.400024
18-04-2023,42406.94922,865.3499756,206.8000031,688,545.3499756,177.25,55.15000153,131.3500061,1900.949951,1670,907.9500122,48.84999847,1130
19-04-2023,42280.10156,865,213,694,544,178.3999939,56.84999847,131.1499939,1888.300049,1665,895.9000244,49,1143
20-04-2023,42218.5,874.7999878,215.0500031,682,541.2000122,177.1000061,56.54999924,131.6999969,1884.300049,1671.699951,892.25,48.59999847,1118.949951
21-04-2023,42252.55078,870.7999878,217,680.4500122,545,177.3500061,56.40000153,132.1999969,1882,1669,894.5499878,48.5,1126.199951
24-04-2023,42469.94922,868,220.8500061,662,543.7999878,176.5,56.70000076,131.1000061,1890.199951,1687,905,48.5,1130.75
25-04-2023,42731.60156,885,219.8999939,667,555,180.5,58.45000076,132.1000061,1902,1687.699951,906.2999878,49.5,1119.949951
26-04-2023,42559.05078,877.4000244,221.1999969,649.9500122,562,183.8500061,58.65000153,133.1499939,1877.5,1660,911.4500122,49.70000076,1117.75
27-04-2023,42753.89844,888,224.5,643.7999878,565,183.5500031,58.70000076,135.1499939,1876.900024,1670.5,909.5,50.25,1140
28-04-2023,43045.5,885.0999756,227,643,567.7999878,185.8500061,60,134.3500061,1906,1684.699951,915.0999756,50.59999847,1148.75
02-05-2023,43395.05078,870,231,669.9500122,580,189,63.5,135.5500031,1918,1688.699951,924,52.54999924,1158.949951
03-05-2023,43154.85156,863.8499756,230.9499969,678.9500122,570.6500244,182.9499969,63.79999924,135.8999939,1919,1684.949951,919.5499878,51.95000076,1142.5
04-05-2023,43236.10156,860,231.8999939,683.9500122,570.2000122,184.6000061,64.19999695,137.6999969,1929.949951,1687.099976,920,52.75,1146.150024
05-05-2023,43110.64844,867.1500244,233,686,580.2000122,185.1999969,63.59999847,140,1952.150024,1639,925,53.34999847,1131
08-05-2023,42796.85156,865.2999878,230,677.1500244,577.6500244,184.1000061,63.25,129,1935.900024,1635,927,51.5,1087
09-05-2023,43438.55078,882.2000122,234.8500061,693.9500122,585,184,64.25,129,1964.849976,1649.900024,941,52.45000076,1135
10-05-2023,43275.25,892,234.3999939,708.9000244,575,176,64.59999847,128.5500031,1960,1644.5,934.5999756,49.65000153,1155
11-05-2023,43535.10156,891,237.5,699,572.2000122,179.3999939,64.30000305,129.75,1970,1665.150024,940.0499878,48.79999924,1175
12-05-2023,43447.14844,895.2000122,239.8999939,703.5999756,574.7000122,178.5,64.80000305,128.3000031,1954,1647,939.75,48.5,1192.5
15-05-2023,43821.05078,910.6500244,237,712.7999878,578.75,178.8999939,65.75,125.9000015,1957.050049,1672,943.75,48.5,1208.599976
16-05-2023,44144.14844,916.2000122,245,716.9500122,584,185.3999939,67.05000305,128.1999969,1978,1671.800049,950,49.29999924,1219.550049
17-05-2023,43948.5,917.7000122,245,728.8499756,586,188.6999969,67.40000153,127.0999985,1949.800049,1650,947.2999878,49.15000153,1217.050049
18-05-2023,44006.89844,920,244.9499969,731,590.2999878,187.4499969,67.19999695,128.5,1924,1648,947.9500122,49.59999847,1248
19-05-2023,43930,920.9000244,245.3999939,747.5999756,579,181,66.94999695,127.1999969,1930,1648,951.4500122,48.84999847,1243
22-05-2023,43935.30078,923,234,753.7999878,577.5,182,66.90000153,126,1945,1645,951.0499878,49.84999847,1247
23-05-2023,43978.89844,917.5499878,242.4499969,758,578.9000244,181.25,66.5,126.5,1940.199951,1649,952,50.75,1246
24-05-2023,43751.94922,911.1500244,253.6999969,762.7000122,579.7999878,182.4499969,66,125.5500031,1921.949951,1627.550049,946.7000122,50.25,1255
25-05-2023,43630.25,916.7000122,261.5,763.9000244,582,181.9499969,66,123.5500031,1918,1615.699951,937,50.04999924,1268.949951
26-05-2023,43765.35156,918,263.5,767.7000122,581.25,182,68.34999847,123.5,1949.949951,1619,939.7999878,49.75,1256.449951
29-05-2023,44276.80078,931,261.5,780.2999878,590,185,70.5,126.0999985,1963.099976,1628.5,953.8499756,50.65000153,1272.199951
30-05-2023,44277.35156,930.7999878,263,789.4500122,595,183,70.19999695,125.9499969,1957.849976,1633.599976,945.3499756,50.79999924,1284.949951
31-05-2023,44318,937.3499756,267,773,583.7999878,183.5500031,71.69999695,125.25,1984.949951,1629.900024,949.5,51.40000153,1289
01-06-2023,44172.05078,922,267.2000122,778,581.7999878,185,71.5,125.25,1968,1619.900024,954.25,51.84999847,1280
02-06-2023,43997.30078,922.6500244,268.5499878,774,584.7000122,185.8000031,73.15000153,125.9499969,1944.949951,1612.449951,943,51.79999924,1282.400024
05-06-2023,44103.25,927.5999756,265.8500061,765.25,588.5,187.3000031,73.59999847,126.9499969,1945,1614.5,943,52.54999924,1295
06-06-2023,44156.69922,951.0999756,263.2000122,750,588,185.6000061,73.94999695,127.5,1934.900024,1607.650024,946.5,52.34999847,1302
07-06-2023,44318.69922,972.9500122,264.7999878,757,588,185.3000031,74,126.5,1972,1603.449951,944.3499756,52.15000153,1309.949951
08-06-2023,44208.30078,973.0499878,265.5,765.9000244,589.9500122,187.4499969,73.59999847,126.25,1936.900024,1603.25,936.5999756,52.45000076,1316.449951
09-06-2023,44045.75,967,260.4500122,757.4500122,588,187.6000061,72.34999847,126.25,1862,1615.900024,941.4000244,52.15000153,1299
12-06-2023,44035.19922,973,257.0499878,767,580,184.8999939,71.80000305,125,1874.849976,1612.550049,938,51.40000153,1336.949951
13-06-2023,43889.69922,974.2999878,257.8500061,761,579.4500122,187.6000061,73.19999695,125.5,1875.349976,1590.099976,935.9000244,51.90000153,1336
14-06-2023,44181.64844,986,262,767,577,188.3000031,75.25,124.8000031,1855.949951,1610.449951,946.0499878,52.20000076,1335.050049
15-06-2023,44054.35156,988.3499756,254.1000061,772.5999756,576,187,76.90000153,124.6500015,1867.949951,1604,940.7000122,51.79999924,1315
16-06-2023,43583.35156,982.7999878,248,777,568.75,183.75,79.5,122.6999969,1836.949951,1587.150024,929.2999878,50.70000076,1297.099976
19-06-2023,44015.30078,983.8499756,255.25,778.75,571.25,188.6999969,82,123.9499969,1863.849976,1611,933.5,51.34999847,1310
20-06-2023,43597.55078,965.9500122,249.8500061,772.0999756,568.8499756,195,81.75,123.0999985,1820,1604.150024,920.9500122,51.84999847,1295
21-06-2023,43894.39844,978.2999878,248,770.9500122,567.4000244,195.3999939,83.09999847,123.6999969,1847.050049,1616,928,52.04999924,1297.75
22-06-2023,43874.80078,962.2000122,241.6000061,751,566.3499756,198.3999939,81.90000153,123.6999969,1845.550049,1640,924.4000244,53.15000153,1286.599976
23-06-2023,43641.60156,960,239.1999969,742.5999756,562,193.3000031,77.59999847,123.75,1833,1637.550049,926.0499878,50.79999924,1272.699951
26-06-2023,43714.75,959.5,236.6000061,736.7000122,556,191.9499969,77.90000153,122.1500015,1831.949951,1645,927.0999756,50.54999924,1314.800049
27-06-2023,43804.55078,967,237.6999969,748.9500122,558.25,191.1000061,78.09999847,121.9499969,1827.699951,1642.949951,930,50.54999924,1318.75
28-06-2023,44419.5,979,240,753.75,572.25,191.3000031,78.94999695,124,1846,1670,944,50.90000153,1325
30-06-2023,44666,977.0999756,237,754,574,186.6000061,80.05000305,122.3499985,1847.900024,1704,940.5,50.54999924,1341.900024
03-07-2023,44957.94922,990,246,760,574.5,191.6000061,79.94999695,127.1999969,1856,1712.5,937,52,1379.949951
04-07-2023,45310.55078,982.0999756,237.8999939,760.4500122,588.2000122,200.6999969,81.5,128,1850,1723.449951,947.25,54.09999847,1389
05-07-2023,45169.69922,969,219,777.0499878,589.7999878,202.6000061,78.5,132.75,1862.800049,1716.25,942.0499878,57.34999847,1371.349976
06-07-2023,45060.55078,961,226.5,768.4500122,590.4000244,204.9499969,80.34999847,133,1860,1673,954.7000122,58.34999847,1395.25
07-07-2023,45118.05078,976.25,230,787.25,590,204.5,80.5,135.9499969,1872,1665,953,58.90000153,1384.550049
10-07-2023,44958.64844,976.7000122,231.1999969,761.9500122,594.6500244,209.75,80.19999695,135.1499939,1853,1661,946,61,1361.25
11-07-2023,44998,967.9000244,229.4499969,767.9000244,595,204,79.55000305,135.1000061,1874,1663,948.4000244,60.75,1372
12-07-2023,44872.60156,956.7000122,224.25,767.4500122,589,204.8500061,83.30000305,135,1874.900024,1655.349976,948.4000244,60.59999847,1371.949951
13-07-2023,45009.30078,956.2999878,223.8999939,773.0499878,594.9000244,205,83.5,135,1889,1656.699951,947.7000122,61.79999924,1384
14-07-2023,44860.64844,964.4500122,216,760,586.75,197.25,81.80000305,128.0500031,1870.099976,1653.599976,959.75,60,1376.199951
17-07-2023,44951.19922,960,219.5,784,587,198.5,82.55000305,131,1871.199951,1650,962.9000244,60.79999924,1380
18-07-2023,45754.80078,964,216.8999939,768.9500122,603.0499878,202.4499969,82.15000153,133.6000061,1895.349976,1698,978,62.90000153,1398
19-07-2023,45622.5,964,216.1999969,770,594.6500244,197.8999939,81.44999695,136.1000061,1894.800049,1681.099976,980,61.84999847,1430
20-07-2023,45689.05078,963.9000244,214.5500031,772.9000244,601.4000244,200,81.75,138.1000061,1901,1681.150024,976.0499878,64.30000305,1426
21-07-2023,46063.94922,971.5999756,211.75,770.0499878,610,199.0500031,81.44999695,136.8000031,1951.900024,1680,995.2999878,63.79999924,1422.050049
24-07-2023,46131.89844,973.4500122,220,740,615.0499878,197.8999939,83.40000153,134.5,1950,1678.5,1004.950012,63.09999847,1408.5
25-07-2023,46154.69922,977.6500244,219.5,745,621.7999878,200.3999939,84.05000305,134.6000061,1901,1684.650024,999,62.45000076,1437
26-07-2023,45935.14844,966.8499756,218.5,738,612,197.3500061,83.15000153,132.6999969,1880,1699.599976,993.0999756,61,1421.449951
27-07-2023,46285.85156,989.3499756,222,735.0499878,616.4000244,197,85.44999695,134.3000031,1889,1699.900024,1002.549988,63.79999924,1433.199951
28-07-2023,45560.89844,959.9000244,217.6499939,731.9000244,616.4000244,198.6999969,83,133.9499969,1869.599976,1661.5,988,62.5,1415.199951
31-07-2023,45546.35156,954.7000122,217.5,716,616.6500244,202,85.5,135.9499969,1866,1650.050049,996,62,1409.349976
01-08-2023,45740,956,227.3000031,730.0999756,620.2000122,202.8000031,87.65000153,136.3999939,1850,1654.449951,1001.650024,62,1420.75
02-08-2023,45234.64844,951.5,226.6499939,720.1500244,609.8499756,200.8000031,88.30000305,134.8000031,1840.550049,1642,985.25,61.25,1390
03-08-2023,44862.85156,944.0999756,224.9499969,728.7999878,598.7000122,195,87.30000305,132.75,1820.099976,1640,976.5499878,59.59999847,1376.25
04-08-2023,44754.75,947,227.5500031,737.5,594.7999878,194.6999969,87.69999695,132.9499969,1829,1635.150024,968.6500244,59.70000076,1370.050049
07-08-2023,44993.69922,952.25,229,729.0499878,577,189,87.75,135.1499939,1845,1663.099976,970.9500122,60.09999847,1410
08-08-2023,44888.94922,950,230.5,725,571,190.5,87.69999695,134.6499939,1831.5,1651.699951,975.75,60.45000076,1415.25
09-08-2023,44973.44922,952,234.3000031,725.7999878,575,195,87.65000153,135.5,1834,1653,974.9500122,62.15000153,1405
10-08-2023,44797.64844,948,232,717.4000244,573.75,193.5,88,134.3000031,1825.75,1647.050049,971.5499878,61.54999924,1402.449951
11-08-2023,44568.14844,937.5,228.8999939,704.4500122,575.4500122,193,88.05000305,133.8000031,1798,1638.400024,963.4000244,61.34999847,1431.75
14-08-2023,44066.60156,935,226.8500061,704,572.9500122,192.6000061,88.19999695,133.3999939,1789,1611,949,62.54999924,1395
16-08-2023,43726.25,935.9500122,226.9499969,702,558.7999878,188,87.80000305,131.8999939,1787,1583.099976,954.4500122,61.90000153,1384
17-08-2023,43897.25,935.9500122,224.6000061,702,565.75,187,88.44999695,132.6000061,1782,1597.599976,956.9500122,61.54999924,1381.150024
18-08-2023,43724.75,934.8499756,229.5500031,703.4500122,570,189.6999969,88.15000153,134.5,1757.099976,1587.550049,947.9000244,63.65000153,1369
21-08-2023,43952.85156,944.2000122,229.8999939,711.0999756,572.9500122,192.3500061,89.40000153,134.1499939,1751,1600.5,950.7000122,63,1375
22-08-2023,44125,953.8499756,230.5500031,712.25,572.5,191.3500061,90,134.5,1769,1596.349976,956.4000244,62.34999847,1403
23-08-2023,44064.5,962,232.5,728.4500122,571,190.5,92.69999695,136.5500031,1769.800049,1580,954,62.5,1401.150024
24-08-2023,44704.19922,984.7999878,238.8500061,734,578.1500244,194.6999969,93,143.3000031,1789,1593.300049,972.5,63.65000153,1408.25
25-08-2023,44276.19922,974,234.8000031,743.8499756,573.7999878,190.5,91.30000305,140,1771.199951,1574.550049,962.9500122,62.45000076,1417.949951
28-08-2023,44253.64844,980.0999756,236.25,738.9500122,572.7999878,190.25,91.84999847,141.4499969,1778.849976,1561.5,969.9500122,61.75,1400
29-08-2023,44655.75,990.2000122,236,738.0999756,573.6500244,190.75,91.19999695,144.8000031,1796.949951,1589.699951,973.2999878,62.70000076,1409.449951
30-08-2023,44706.55078,983,236,732,576.7000122,191.5500031,91.25,145.4499969,1791,1603.949951,970.4500122,62.95000076,1405.150024
31-08-2023,44265.85156,981.7999878,232,729.9500122,569.2999878,191.5,93,143.3500061,1774.900024,1579,960,63.54999924,1392.449951
01-09-2023,43996.10156,974.25,230.5,724.6500244,562.7000122,187.1499939,91.80000305,145.1000061,1763.900024,1571,956.9000244,63.04999924,1382
04-09-2023,44647.64844,993.75,236.75,726,572,191.1499939,95,143.8500061,1777.400024,1590,968.7000122,66.05000305,1423.849976
05-09-2023,44625.05078,985.4500122,236.5,721,575.5999756,195.6999969,98.90000153,143.75,1765,1588.400024,964.0999756,67.90000153,1425
06-09-2023,44494.64844,981.4500122,234.8500061,716.2999878,574.25,196.5,99.75,144,1771,1576.800049,962.5499878,67.34999847,1421.75
07-09-2023,44418.05078,965.0499878,234,724.5,568,195,97.90000153,144.4499969,1775,1595.5,957.4000244,65.84999847,1408.650024
08-09-2023,44953.64844,978.2000122,239.8500061,728.5,581,196.4499969,96.80000305,145.8500061,1797,1608.300049,967.5,67,1445
11-09-2023,45340.80078,981.7999878,245.1999969,737,587,198.6999969,97.30000305,148.3999939,1800,1628.900024,974.9500122,67.19999695,1449.050049
12-09-2023,45893.80078,1010,244.4499969,739,593.6500244,204.3999939,98,149.8999939,1819,1640,990.0999756,69.5,1450.099976
13-09-2023,45449.35156,1002.950012,232.4499969,720.1500244,588.4000244,199.8999939,93.34999847,143,1800.599976,1631.300049,989.7999878,66.80000305,1429.900024
14-09-2023,46013.30078,1014.450012,238,727.2000122,598.4500122,210.1999969,93.80000305,146.3999939,1828,1644.25,992.2999878,73,1459.949951
15-09-2023,46122.14844,1021,241,743.9500122,599.3499756,212.1499939,94,147.5,1816.199951,1650,990.3499756,74,1464.400024
18-09-2023,46100.94922,1021.549988,249.3000031,730.0499878,598.7999878,209.8999939,94.5,147.1499939,1811,1653.75,990.0999756,74.15000153,1454
20-09-2023,45493.69922,1012.299988,245.6999969,727.5999756,600.8499756,216.9499969,93,145.3000031,1786.949951,1599,981.5499878,76.80000305,1441
21-09-2023,45179.60156,1026.599976,244.4499969,756.6500244,600,212.8500061,93.75,146.5,1784,1553,979.9500122,76.84999847,1431
22-09-2023,44707.35156,1010,248,745.75,593.5,209.6999969,93.40000153,145.8500061,1758,1559,956.5,75.80000305,1416
25-09-2023,44615,1015.200012,249.8500061,744.5499878,601.5,216.3000031,93.94999695,145.8999939,1764,1525,950.2999878,77.90000153,1451.5
26-09-2023,44722.5,1019,252.8000031,743,594,217.5,94.19999695,147.1000061,1776.099976,1525,958.9500122,80.19999695,1440
27-09-2023,44465.89844,1009.950012,252.3500061,747.9500122,593.4500122,214,95.65000153,148,1764,1523,946.2999878,79.80000305,1425
28-09-2023,44700.35156,1027,256.8500061,745.75,591.25,214.8500061,97.65000153,150.8999939,1762.199951,1534,945.5,81.65000153,1437
29-09-2023,44445.35156,1030.900024,251.0500031,724.2000122,592.8499756,212.25,95.15000153,148.75,1744,1523.699951,946.7000122,80.19999695,1415.050049
03-10-2023,44561.5,1035,252,714.7999878,596.5999756,213.5,95.65000153,147.5,1730,1527,951.5999756,80.19999695,1432
04-10-2023,44108.14844,1035.349976,250.6999969,704,600,216.9499969,93.5,150.3000031,1715,1495,935,82.69999695,1424.849976
05-10-2023,44181.35156,1000,255.9499969,702,590,213.8999939,92.59999847,148.25,1730,1535.050049,935.2000122,80.69999695,1408.699951
06-10-2023,44395.39844,1005,250.8000031,719.9000244,593.4000244,214,92.25,146.3000031,1735.300049,1544,946,77.44999695,1404.949951
09-10-2023,44057.80078,994.7999878,248.6999969,708,588,212.3999939,90.05000305,145.1000061,1730,1528,940.25,76,1420.099976
10-10-2023,44027.55078,999.9000244,248.3000031,715.0499878,587,212.1499939,90.30000305,145.5,1727.5,1520.550049,940.4000244,74.05000305,1434
11-10-2023,44554.89844,1019,251,718.9000244,596.9000244,210,92.59999847,148.8500061,1760.050049,1530.099976,954.9000244,75.80000305,1430.949951
12-10-2023,44571.55078,1022,250.8999939,719,590.7999878,208,91.5,147.6999969,1775,1536.099976,952.8499756,76.69999695,1433.300049
13-10-2023,44322.05078,1009,250,716.2999878,577.75,206.8999939,90.69999695,148.6999969,1755,1540,949.9500122,75.09999847,1421.199951
16-10-2023,44204.75,990,241,716.9500122,576,201.4499969,90.44999695,151.5500031,1761,1531.5,948.5,75.15000153,1462.849976
17-10-2023,44589.80078,1008.849976,246,714.7999878,577.7000122,206.1999969,91.25,150.75,1755,1555.75,955.4000244,75.75,1454.900024
18-10-2023,44404.19922,1010,240.1999969,708.9000244,577.75,207,92.34999847,149,1773,1541.199951,949.2000122,76.75,1437
19-10-2023,43616.75,979.7000122,233.9499969,705.2999878,569.7999878,202.5,90.65000153,146.3000031,1742,1505.400024,936,73.90000153,1451.5
20-10-2023,43584.25,989,229.1499939,704.5,569.9000244,204.1999969,90.75,146.6999969,1733.5,1505,932,73.90000153,1448
23-10-2023,43822.69922,980,226,699.2000122,563.0999756,202.3000031,88.94999695,144.9499969,1769,1523.5,942,72.5,1469
25-10-2023,43308.30078,960,222.5,696.1500244,558.5999756,195.8999939,86.44999695,143.3000031,1749,1521,926.0499878,70,1444.949951
26-10-2023,42708.39844,956,217.5500031,700,551.4500122,193.5500031,87,141,1727.699951,1491.25,914.2999878,69.34999847,1412.650024
27-10-2023,42555.60156,980,214,689.9500122,550,190.5,85.5,139.1000061,1708,1469.5,916,71.80000305,1420
30-10-2023,42721.39844,1002.75,215.8000031,688,563,197.1499939,86.90000153,140.4499969,1702,1463.25,909.0999756,73.55000305,1440
31-10-2023,43356.85156,998,216,669.9000244,567,199.5,84.30000305,141.3000031,1727.699951,1504,929.2999878,73.40000153,1456
01-11-2023,42694.25,977.8499756,215.5,675,566.25,196.3999939,82.75,140.6000061,1731,1462.25,913.7999878,73.09999847,1443.900024
02-11-2023,43018.69922,978,215.9499969,677.7999878,571.0999756,197,82,141.1499939,1735,1485,920.0499878,73.84999847,1447
03-11-2023,43318.30078,986,216.8000031,673.5999756,576,201.3500061,83.19999695,142.8999939,1740,1488,928.5499878,74.84999847,1471
06-11-2023,43627.75,995,219.8500061,673,582,200,83.34999847,144.1999969,1744,1498,941,75.30000305,1463
07-11-2023,43598.85156,1008,218.5500031,677.1500244,574.7999878,196.6000061,82.84999847,144.8000031,1735.150024,1494,943.5999756,75.19999695,1469.550049
08-11-2023,43791.80078,1024,217.5,672.9500122,581.9000244,193.25,83.65000153,147.8000031,1753,1483.949951,948.4500122,76.5,1493.949951
09-11-2023,43626.10156,1024.75,218.0500031,678.0999756,581,193.3000031,83.84999847,147.5,1745.900024,1486,934,76,1488.949951
10-11-2023,43543.25,1017.900024,217.1999969,689.7999878,577.7999878,192.5,84.59999847,147.5,1734.599976,1480.099976,934.9000244,75.90000153,1499.949951
13-11-2023,43915.10156,1030.050049,219,713.0999756,581,195.1999969,86.25,149.3999939,1751,1492.099976,940.9000244,76.30000305,1502
15-11-2023,44398.44922,1045,221.5,735.2000122,587.25,198.8000031,87.69999695,154.1000061,1761,1504.099976,944.4000244,80.09999847,1538.5
16-11-2023,44251.69922,1042.800049,221.9499969,727.7999878,584.7000122,198.1999969,86.84999847,150.1000061,1771,1509.699951,939,79.19999695,1500
17-11-2023,43656.25,1014.900024,219.4499969,719,574.5,195,87,149,1760,1490,926.5499878,77.94999695,1490.550049
20-11-2023,43591.5,981,217.4499969,732.7999878,564,197.5,85,148,1756,1513,922,78.19999695,1498.900024
21-11-2023,43790.94922,989.9500122,214.8000031,735,566,198,84.80000305,147.5,1778.949951,1519,924.4000244,78.80000305,1505.5
22-11-2023,43663.60156,991,215,720,562.9500122,196.4499969,84.55000305,146.9499969,1758,1520,923.25,78,1500
23-11-2023,43452.75,999,213,721.9000244,561.75,195.1000061,83.25,145.4499969,1740.050049,1508.5,923,76.75,1475
24-11-2023,43607.35156,1002,213,720,561.9500122,194.5,84.25,147.5500031,1739.5,1521.199951,921.5,76.75,1491.449951
28-11-2023,43851.55078,1013.049988,214.3999939,724.5499878,563.5999756,193.0500031,84.30000305,147.5,1745,1535.199951,928.9000244,75.94999695,1480
29-11-2023,44081.75,1027.150024,217.8000031,737.7999878,568,197.25,85.75,150.3500061,1748.5,1533.900024,930.9000244,78.94999695,1484
30-11-2023,44711.19922,1062.699951,223.5,751,569.75,197.8500061,84.69999695,150.3999939,1756.449951,1569.150024,938.9500122,79.15000153,1500
01-12-2023,44580.14844,1075.400024,228.1000061,745,567,198.5,85.80000305,148.75,1760,1557.900024,935.9500122,78.09999847,1479
04-12-2023,45671.5,1120.5,230.5,755,588,205.1499939,87.19999695,152.6000061,1770,1588,963.7000122,83.15000153,1490
05-12-2023,46895.89844,1136.800049,235.1000061,756,595.0499878,209.5500031,87.25,156,1828,1636.5,1002.5,84.19999695,1519.800049
06-12-2023,47256.75,1135.099976,240,764.9500122,614,211,90.09999847,157.8999939,1832.050049,1638.449951,1014,85.5,1517
07-12-2023,46735.39844,1119.25,237.4499969,750,610,208.5,87.40000153,155.8500061,1825,1625,996.3499756,85.84999847,1505
08-12-2023,46797.19922,1115.849976,240,752.25,610,211,88.19999695,155,1826.849976,1630.449951,994.5,87.15000153,1510
11-12-2023,47233.30078,1129,237.75,744.4500122,615,213,88.5,154.6000061,1845,1650.050049,1007.099976,86.59999847,1512.800049
12-12-2023,47421.69922,1120,237.8999939,742.9000244,617,216.1499939,87.65000153,154.75,1848,1654.199951,1017.099976,89,1528.900024
13-12-2023,47190.75,1150,237.8000031,742,614.4500122,216.6000061,87.25,152.8000031,1824,1632.449951,1014.799988,88.59999847,1502
14-12-2023,47567.64844,1132.400024,243,740.5,626,224,88.15000153,154.6000061,1844,1646,1022.25,89.75,1523
15-12-2023,47939.89844,1119.199951,244.5,760,628,221.8999939,88.80000305,153.5,1865,1650,1043.650024,92,1552.949951
